Category,Cluster_Number,Color,Customer ID,Discount Applied,Frequency of Purchases,Gender,Item Purchased,Location,Payment Method,Preferred Payment Method,Promo Code Used,Season,Shipping Type,Size,Subscription Status,Age,Previous Purchases,Purchase Amount (USD),Review Rating
Accessories,Cluster 1,Black,3235,No,Quarterly,Female,Jewelry,Washington,Bank Transfer,Debit Card,No,Winter,2-Day Shipping,M,No,49,16,96,2.5
Accessories,Cluster 1,Green,3236,No,Monthly,Female,Belt,Kansas,Venmo,Venmo,No,Summer,Free Shipping,M,No,27,18,68,4
Accessories,Cluster 1,Olive,3237,No,Monthly,Female,Belt,South Carolina,Venmo,Cash,No,Fall,Next Day Air,L,No,63,8,84,4.1
Clothing,Cluster 1,Gray,3238,No,Weekly,Female,T-shirt,Vermont,Bank Transfer,Cash,No,Summer,Express,M,No,61,4,57,2.8
Footwear,Cluster 2,Teal,3239,No,Quarterly,Female,Sneakers,Wyoming,PayPal,Cash,No,Fall,2-Day Shipping,XL,No,25,37,84,3.4
Accessories,Cluster 1,Charcoal,3240,No,Monthly,Female,Sunglasses,Colorado,Credit Card,Cash,No,Fall,2-Day Shipping,M,No,33,30,32,2.7
Footwear,Cluster 2,Violet,3241,No,Monthly,Female,Sandals,West Virginia,Credit Card,Bank Transfer,No,Fall,2-Day Shipping,M,No,56,37,37,3.8
Accessories,Cluster 1,Lavender,3242,No,Quarterly,Female,Handbag,Connecticut,Credit Card,PayPal,No,Summer,Store Pickup,M,No,50,30,58,4.4
Clothing,Cluster 1,Beige,3243,No,Weekly,Female,Socks,Oregon,Cash,Venmo,No,Fall,Express,S,No,45,17,74,2.8
Clothing,Cluster 1,Black,3244,No,Every 3 Months,Female,Hoodie,Idaho,Venmo,Bank Transfer,No,Summer,Store Pickup,L,No,45,11,99,5
Clothing,Cluster 1,Black,3245,No,Annually,Female,Sweater,Arkansas,Bank Transfer,Credit Card,No,Fall,Express,M,No,65,42,81,4.7
Clothing,Cluster 1,Purple,3246,No,Weekly,Female,Pants,Kansas,PayPal,Cash,No,Fall,Next Day Air,M,No,63,20,76,3.2
Footwear,Cluster 2,Magenta,3247,No,Monthly,Female,Sneakers,Michigan,Venmo,Cash,No,Summer,Store Pickup,M,No,70,37,98,2.9
Accessories,Cluster 1,Teal,3248,No,Fortnightly,Female,Gloves,Arkansas,Venmo,PayPal,No,Summer,Express,M,No,53,12,91,3.7
Clothing,Cluster 1,Teal,3249,No,Quarterly,Female,T-shirt,Pennsylvania,Venmo,Bank Transfer,No,Summer,Free Shipping,S,No,22,41,79,4.2
Accessories,Cluster 1,Pink,3250,No,Quarterly,Female,Backpack,Virginia,Credit Card,Credit Card,No,Summer,Express,M,No,26,32,83,3.4
Outerwear,Cluster 2,Teal,3251,No,Weekly,Female,Coat,Minnesota,Cash,Venmo,No,Spring,2-Day Shipping,M,No,23,15,90,2.9
Outerwear,Cluster 2,Gold,3252,No,Quarterly,Female,Coat,Nevada,Debit Card,Venmo,No,Winter,Standard,M,No,25,39,20,3.7
Footwear,Cluster 2,Brown,3253,No,Fortnightly,Female,Sandals,Montana,Bank Transfer,Credit Card,No,Spring,Store Pickup,L,No,69,48,21,2.7
Accessories,Cluster 1,Brown,3254,No,Fortnightly,Female,Backpack,Nebraska,Debit Card,Venmo,No,Fall,2-Day Shipping,M,No,36,8,60,3.2
Clothing,Cluster 1,Magenta,3255,No,Every 3 Months,Female,Sweater,Indiana,Venmo,Bank Transfer,No,Winter,Store Pickup,S,No,21,11,31,4.9
Clothing,Cluster 1,Black,3256,No,Monthly,Female,Shorts,New Jersey,Cash,Bank Transfer,No,Fall,Next Day Air,M,No,57,36,40,2.8
Accessories,Cluster 1,Teal,3257,No,Every 3 Months,Female,Sunglasses,Wisconsin,Cash,Venmo,No,Winter,Free Shipping,L,No,60,50,26,4.7
Clothing,Cluster 1,Brown,3258,No,Every 3 Months,Female,Shirt,Minnesota,PayPal,Venmo,No,Fall,Express,M,No,44,39,98,3.3
Footwear,Cluster 2,Magenta,3259,No,Bi-Weekly,Female,Shoes,New Jersey,Debit Card,Credit Card,No,Spring,Express,M,No,31,11,51,4.3
Accessories,Cluster 1,Indigo,3260,No,Every 3 Months,Female,Hat,Oklahoma,PayPal,Debit Card,No,Fall,2-Day Shipping,XL,No,57,5,95,3.7
Accessories,Cluster 1,Violet,3261,No,Annually,Female,Scarf,Wisconsin,Bank Transfer,Credit Card,No,Summer,2-Day Shipping,M,No,39,7,36,4.5
Accessories,Cluster 1,Cyan,3262,No,Weekly,Female,Belt,Rhode Island,Bank Transfer,Debit Card,No,Winter,Store Pickup,L,No,48,50,52,3.4
Clothing,Cluster 1,Violet,3263,No,Every 3 Months,Female,T-shirt,Indiana,Cash,Cash,No,Spring,Standard,M,No,42,21,35,2.7
Clothing,Cluster 1,Black,3264,No,Fortnightly,Female,Shorts,Vermont,PayPal,Debit Card,No,Fall,Express,S,No,56,31,68,4.4
Clothing,Cluster 1,Charcoal,3265,No,Bi-Weekly,Female,Pants,Maine,PayPal,Cash,No,Winter,Express,S,No,28,39,50,4
Accessories,Cluster 1,White,3266,No,Fortnightly,Female,Sunglasses,Alabama,Credit Card,Credit Card,No,Winter,Express,M,No,40,28,100,3.2
Outerwear,Cluster 2,Gray,3267,No,Weekly,Female,Coat,Alabama,Bank Transfer,Bank Transfer,No,Winter,Next Day Air,S,No,49,33,74,4.2
Clothing,Cluster 1,Pink,3268,No,Quarterly,Female,Hoodie,Idaho,Debit Card,Credit Card,No,Winter,Store Pickup,L,No,37,42,45,3
Clothing,Cluster 1,Cyan,3269,No,Every 3 Months,Female,Dress,Arkansas,Cash,Bank Transfer,No,Fall,Free Shipping,M,No,22,5,97,2.8
Clothing,Cluster 1,Blue,3270,No,Monthly,Female,Blouse,Ohio,Venmo,Cash,No,Winter,Express,M,No,27,25,60,4.9
Clothing,Cluster 1,Indigo,3271,No,Annually,Female,Socks,Illinois,Cash,PayPal,No,Winter,Express,M,No,59,48,25,4.7
Clothing,Cluster 1,Magenta,3272,No,Weekly,Female,Socks,Nevada,Debit Card,Credit Card,No,Spring,Standard,XL,No,35,30,55,4.4
Footwear,Cluster 2,Lavender,3273,No,Quarterly,Female,Shoes,Texas,Bank Transfer,PayPal,No,Winter,Next Day Air,M,No,58,34,99,3.1
Accessories,Cluster 1,Orange,3274,No,Every 3 Months,Female,Belt,Nevada,Credit Card,PayPal,No,Summer,Free Shipping,S,No,58,34,45,2.6
Clothing,Cluster 1,Cyan,3275,No,Fortnightly,Female,Sweater,Oklahoma,Credit Card,Cash,No,Spring,Store Pickup,M,No,46,14,20,3.9
Clothing,Cluster 1,Green,3276,No,Weekly,Female,Pants,Alabama,Venmo,Debit Card,No,Summer,2-Day Shipping,XL,No,43,2,88,2.6
Accessories,Cluster 1,White,3277,No,Every 3 Months,Female,Scarf,South Dakota,Credit Card,PayPal,No,Summer,Store Pickup,M,No,39,41,99,4
Clothing,Cluster 1,Blue,3278,No,Monthly,Female,Skirt,Texas,Cash,Credit Card,No,Spring,Store Pickup,M,No,59,3,86,4.9
Clothing,Cluster 1,Black,3279,No,Weekly,Female,Dress,Montana,Debit Card,Bank Transfer,No,Summer,2-Day Shipping,M,No,59,18,70,3.3
Accessories,Cluster 1,Red,3280,No,Fortnightly,Female,Hat,Wyoming,Credit Card,Debit Card,No,Fall,Express,S,No,59,1,50,3
Accessories,Cluster 1,Red,3281,No,Monthly,Female,Handbag,New York,Credit Card,PayPal,No,Winter,Next Day Air,L,No,45,5,57,2.7
Clothing,Cluster 1,Gold,3282,No,Annually,Female,Pants,Oregon,Debit Card,Bank Transfer,No,Winter,Free Shipping,L,No,27,41,69,3.1
Clothing,Cluster 1,Red,3283,No,Monthly,Female,T-shirt,California,Bank Transfer,Credit Card,No,Fall,Next Day Air,M,No,24,5,94,4.8
Outerwear,Cluster 2,Purple,3284,No,Every 3 Months,Female,Jacket,North Carolina,Credit Card,Debit Card,No,Spring,Express,L,No,47,10,24,2.9
Accessories,Cluster 2,White,3285,No,Annually,Female,Scarf,Kentucky,Debit Card,Venmo,No,Spring,2-Day Shipping,L,No,70,20,79,4.5
Accessories,Cluster 1,Magenta,3286,No,Weekly,Female,Hat,Hawaii,PayPal,Cash,No,Fall,Free Shipping,XL,No,58,11,31,4.6
Outerwear,Cluster 2,Pink,3287,No,Fortnightly,Female,Jacket,Illinois,Venmo,Venmo,No,Winter,Express,L,No,45,4,67,5
Clothing,Cluster 1,Black,3288,No,Weekly,Female,Skirt,West Virginia,PayPal,Credit Card,No,Spring,2-Day Shipping,L,No,24,38,63,4.3
Accessories,Cluster 2,White,3289,No,Bi-Weekly,Female,Handbag,South Carolina,Debit Card,Credit Card,No,Spring,Next Day Air,XL,No,67,19,61,4.9
Accessories,Cluster 1,Maroon,3290,No,Every 3 Months,Female,Backpack,Montana,Venmo,Venmo,No,Summer,2-Day Shipping,M,No,31,16,50,4
Outerwear,Cluster 2,Black,3291,No,Monthly,Female,Coat,North Dakota,Bank Transfer,PayPal,No,Spring,Free Shipping,L,No,52,2,82,3.1
Accessories,Cluster 1,Olive,3292,No,Monthly,Female,Belt,New Mexico,Bank Transfer,Cash,No,Fall,2-Day Shipping,L,No,29,11,51,2.6
Accessories,Cluster 2,Gray,3293,No,Fortnightly,Female,Handbag,Missouri,Debit Card,Bank Transfer,No,Spring,Standard,L,No,62,18,23,4.9
Outerwear,Cluster 2,Gold,3294,No,Fortnightly,Female,Coat,West Virginia,Bank Transfer,Credit Card,No,Spring,2-Day Shipping,M,No,19,47,91,3.5
Clothing,Cluster 1,Magenta,3295,No,Bi-Weekly,Female,Sweater,South Carolina,PayPal,Bank Transfer,No,Spring,Store Pickup,S,No,62,15,60,4.5
Clothing,Cluster 1,Lavender,3296,No,Weekly,Female,Blouse,West Virginia,PayPal,Cash,No,Summer,Next Day Air,S,No,70,15,34,2.8
Clothing,Cluster 1,Green,3297,No,Quarterly,Female,Blouse,Alaska,PayPal,Venmo,No,Spring,Next Day Air,M,No,20,47,23,4.2
Accessories,Cluster 1,Violet,3298,No,Monthly,Female,Belt,West Virginia,Credit Card,PayPal,No,Fall,Free Shipping,M,No,67,47,82,4.1
Outerwear,Cluster 2,Brown,3299,No,Every 3 Months,Female,Jacket,New Mexico,PayPal,Bank Transfer,No,Fall,Express,M,No,65,6,73,3.5
Clothing,Cluster 1,Teal,3300,No,Monthly,Female,Shorts,South Dakota,Bank Transfer,Venmo,No,Spring,2-Day Shipping,L,No,45,18,32,4
Accessories,Cluster 2,Charcoal,3301,No,Bi-Weekly,Female,Hat,Oklahoma,Debit Card,Bank Transfer,No,Spring,Express,M,No,26,40,80,4
Clothing,Cluster 1,Charcoal,3302,No,Fortnightly,Female,Pants,Oklahoma,PayPal,Credit Card,No,Summer,Free Shipping,XL,No,36,31,58,2.5
Clothing,Cluster 1,Beige,3303,No,Bi-Weekly,Female,Blouse,Alabama,Venmo,Venmo,No,Winter,Standard,XL,No,36,31,82,4.2
Accessories,Cluster 1,Turquoise,3304,No,Fortnightly,Female,Belt,Mississippi,PayPal,Credit Card,No,Summer,Next Day Air,S,No,20,4,60,3.4
Accessories,Cluster 1,Orange,3305,No,Every 3 Months,Female,Handbag,Mississippi,Debit Card,Bank Transfer,No,Fall,Next Day Air,XL,No,30,36,79,4.8
Clothing,Cluster 1,Cyan,3306,No,Bi-Weekly,Female,Hoodie,Nebraska,Bank Transfer,PayPal,No,Summer,Standard,L,No,34,31,41,4.9
Outerwear,Cluster 2,Orange,3307,No,Fortnightly,Female,Jacket,Colorado,Cash,Venmo,No,Summer,Store Pickup,L,No,63,6,39,3.6
Accessories,Cluster 1,Green,3308,No,Monthly,Female,Scarf,Pennsylvania,Credit Card,Cash,No,Winter,Store Pickup,S,No,18,1,36,4
Clothing,Cluster 1,Pink,3309,No,Monthly,Female,Jeans,Utah,Venmo,Cash,No,Fall,Express,M,No,55,29,70,2.6
Accessories,Cluster 1,Blue,3310,No,Monthly,Female,Handbag,Massachusetts,Credit Card,PayPal,No,Summer,Store Pickup,M,No,48,19,47,3.1
Outerwear,Cluster 2,Pink,3311,No,Fortnightly,Female,Jacket,Iowa,Debit Card,PayPal,No,Winter,Free Shipping,M,No,45,12,27,3.6
Accessories,Cluster 1,Blue,3312,No,Annually,Female,Hat,Florida,PayPal,Bank Transfer,No,Summer,Express,L,No,29,18,52,4
Footwear,Cluster 2,Black,3313,No,Quarterly,Female,Sneakers,Louisiana,Venmo,Cash,No,Summer,Next Day Air,L,No,55,45,75,3.9
Accessories,Cluster 1,Black,3314,No,Monthly,Female,Hat,Kansas,Cash,Credit Card,No,Fall,Express,XL,No,55,45,30,3.9
Clothing,Cluster 1,Violet,3315,No,Quarterly,Female,Socks,Kansas,PayPal,Credit Card,No,Spring,Standard,M,No,55,8,94,3.3
Accessories,Cluster 1,Gold,3316,No,Every 3 Months,Female,Scarf,Kentucky,Credit Card,PayPal,No,Summer,Standard,S,No,48,4,68,2.9
Clothing,Cluster 1,Olive,3317,No,Fortnightly,Female,Socks,New Mexico,Cash,Debit Card,No,Summer,Free Shipping,M,No,42,5,45,3.1
Accessories,Cluster 1,Pink,3318,No,Quarterly,Female,Hat,North Carolina,Debit Card,Cash,No,Summer,Standard,XL,No,21,30,67,4.7
Outerwear,Cluster 2,Olive,3319,No,Monthly,Female,Jacket,North Dakota,Venmo,PayPal,No,Summer,Free Shipping,M,No,45,15,46,3.9
Clothing,Cluster 1,Indigo,3320,No,Every 3 Months,Female,Shorts,North Dakota,Cash,Credit Card,No,Summer,Next Day Air,M,No,23,17,31,4.3
Clothing,Cluster 1,Silver,3321,No,Every 3 Months,Female,Blouse,Illinois,Cash,Cash,No,Fall,2-Day Shipping,XL,No,66,45,44,4.2
Outerwear,Cluster 2,Charcoal,3322,No,Annually,Female,Coat,Maine,Bank Transfer,Venmo,No,Winter,Next Day Air,S,No,32,3,100,4.3
Clothing,Cluster 1,Orange,3323,No,Weekly,Female,Sweater,Indiana,Credit Card,PayPal,No,Winter,Next Day Air,XL,No,52,43,92,4.6
Accessories,Cluster 1,Yellow,3324,No,Monthly,Female,Handbag,North Dakota,Venmo,Credit Card,No,Winter,Free Shipping,M,No,54,4,78,3.8
Clothing,Cluster 1,Red,3325,No,Weekly,Female,T-shirt,Missouri,Venmo,Venmo,No,Fall,Standard,S,No,37,41,32,3.3
Footwear,Cluster 2,Maroon,3326,No,Monthly,Female,Sandals,Alaska,Debit Card,Venmo,No,Fall,2-Day Shipping,M,No,29,16,97,3.7
Accessories,Cluster 1,Magenta,3327,No,Annually,Female,Gloves,North Dakota,Cash,Debit Card,No,Summer,Standard,M,No,47,10,95,4.3
Clothing,Cluster 1,Black,3328,No,Quarterly,Female,Shorts,Connecticut,Bank Transfer,Debit Card,No,Spring,Express,M,No,47,2,64,4.1
Footwear,Cluster 2,Violet,3329,No,Bi-Weekly,Female,Sandals,Wisconsin,Venmo,Cash,No,Spring,Free Shipping,M,No,42,11,35,3.2
Accessories,Cluster 1,Gray,3330,No,Bi-Weekly,Female,Backpack,New Jersey,Debit Card,Debit Card,No,Winter,Express,M,No,34,1,54,3.8
Footwear,Cluster 2,Black,3331,No,Quarterly,Female,Sneakers,Missouri,PayPal,Bank Transfer,No,Spring,2-Day Shipping,M,No,38,41,96,3.2
Accessories,Cluster 1,Pink,3332,No,Quarterly,Female,Sunglasses,California,Debit Card,PayPal,No,Summer,Free Shipping,M,No,55,39,58,3.5
Clothing,Cluster 1,Silver,3333,No,Bi-Weekly,Female,T-shirt,Washington,PayPal,PayPal,No,Summer,2-Day Shipping,M,No,27,1,23,3.1
Clothing,Cluster 1,Violet,3334,No,Monthly,Female,Jeans,Minnesota,Debit Card,PayPal,No,Spring,Express,M,No,55,3,35,4.2
Clothing,Cluster 1,Beige,3335,No,Annually,Female,Shirt,California,Bank Transfer,Credit Card,No,Summer,Free Shipping,M,No,66,21,23,3.4
Accessories,Cluster 1,Cyan,3336,No,Quarterly,Female,Hat,Texas,Credit Card,Bank Transfer,No,Winter,Express,XL,No,44,48,94,3.5
Clothing,Cluster 1,Brown,3337,No,Annually,Female,Blouse,Montana,Venmo,Debit Card,No,Fall,Free Shipping,M,No,39,24,45,4
Outerwear,Cluster 2,Blue,3338,No,Bi-Weekly,Female,Jacket,Arizona,Bank Transfer,Bank Transfer,No,Winter,2-Day Shipping,L,No,23,45,23,4.4
Clothing,Cluster 1,White,3339,No,Monthly,Female,Skirt,Minnesota,Venmo,Credit Card,No,Winter,2-Day Shipping,L,No,29,46,94,2.9
Accessories,Cluster 1,Cyan,3340,No,Fortnightly,Female,Gloves,Nebraska,Debit Card,Cash,No,Fall,Store Pickup,M,No,20,35,99,3.6
Clothing,Cluster 1,Maroon,3341,No,Fortnightly,Female,T-shirt,Virginia,Credit Card,Credit Card,No,Fall,Free Shipping,XL,No,42,47,36,4.4
Outerwear,Cluster 2,Olive,3342,No,Monthly,Female,Jacket,Connecticut,Venmo,Credit Card,No,Summer,Standard,XL,No,55,35,50,4.5
Outerwear,Cluster 2,Violet,3343,No,Weekly,Female,Jacket,New Jersey,Credit Card,Credit Card,No,Spring,Free Shipping,M,No,66,45,81,3.8
Clothing,Cluster 1,Green,3344,No,Bi-Weekly,Female,Shorts,Kentucky,Bank Transfer,Cash,No,Winter,2-Day Shipping,XL,No,24,6,31,3.6
Accessories,Cluster 1,Magenta,3345,No,Annually,Female,Hat,Washington,Debit Card,Cash,No,Fall,Free Shipping,XL,No,62,20,48,4.3
Accessories,Cluster 1,Turquoise,3346,No,Bi-Weekly,Female,Handbag,Florida,Cash,Venmo,No,Summer,2-Day Shipping,M,No,28,3,91,4
Clothing,Cluster 1,Black,3347,No,Quarterly,Female,Jeans,Oklahoma,PayPal,Venmo,No,Summer,Express,M,No,30,30,99,3.4
Footwear,Cluster 2,Cyan,3348,No,Bi-Weekly,Female,Shoes,Iowa,Credit Card,PayPal,No,Summer,Standard,XL,No,22,28,70,4.4
Clothing,Cluster 1,Gray,3349,No,Every 3 Months,Female,T-shirt,New Hampshire,PayPal,Cash,No,Winter,Standard,L,No,28,15,74,2.8
Accessories,Cluster 1,Red,3350,No,Quarterly,Female,Jewelry,Georgia,Cash,PayPal,No,Fall,Store Pickup,M,No,35,29,79,2.8
Accessories,Cluster 1,Olive,3351,No,Bi-Weekly,Female,Handbag,Mississippi,PayPal,Cash,No,Fall,2-Day Shipping,S,No,45,15,33,4.9
Clothing,Cluster 1,Cyan,3352,No,Fortnightly,Female,Shirt,New Hampshire,Cash,Bank Transfer,No,Spring,2-Day Shipping,L,No,43,18,49,4.2
Accessories,Cluster 1,Teal,3353,No,Bi-Weekly,Female,Belt,Washington,Credit Card,Bank Transfer,No,Summer,Next Day Air,M,No,55,7,96,2.9
Clothing,Cluster 1,Teal,3354,No,Every 3 Months,Female,Dress,Ohio,Debit Card,Credit Card,No,Fall,Free Shipping,L,No,31,19,66,4.6
Clothing,Cluster 1,Orange,3355,No,Weekly,Female,Skirt,Maryland,Cash,PayPal,No,Fall,Next Day Air,M,No,42,15,45,2.8
Clothing,Cluster 1,Peach,3356,No,Bi-Weekly,Female,Blouse,Delaware,Debit Card,Bank Transfer,No,Spring,Store Pickup,M,No,40,3,28,2.6
Clothing,Cluster 1,Silver,3357,No,Bi-Weekly,Female,Jeans,Tennessee,Credit Card,PayPal,No,Summer,Store Pickup,M,No,39,13,48,3.5
Clothing,Cluster 1,Pink,3358,No,Monthly,Female,Hoodie,Arkansas,Venmo,Credit Card,No,Winter,Free Shipping,M,No,41,37,67,3.5
Clothing,Cluster 1,Magenta,3359,No,Annually,Female,T-shirt,Tennessee,Debit Card,Cash,No,Fall,2-Day Shipping,M,No,56,26,59,3.4
Accessories,Cluster 1,Red,3360,No,Monthly,Female,Sunglasses,New Hampshire,Credit Card,Debit Card,No,Fall,Next Day Air,L,No,43,29,74,3.9
Outerwear,Cluster 2,Maroon,3361,No,Every 3 Months,Female,Jacket,Minnesota,Venmo,Cash,No,Spring,2-Day Shipping,M,No,22,47,81,3.3
Footwear,Cluster 2,Silver,3362,No,Bi-Weekly,Female,Shoes,Florida,Credit Card,Credit Card,No,Spring,Free Shipping,M,No,47,47,26,4.1
Accessories,Cluster 1,Gray,3363,No,Fortnightly,Female,Handbag,Tennessee,Credit Card,Venmo,No,Summer,Next Day Air,M,No,50,48,61,3
Clothing,Cluster 1,Turquoise,3364,No,Bi-Weekly,Female,Sweater,California,PayPal,Bank Transfer,No,Winter,Next Day Air,M,No,58,46,23,3
Accessories,Cluster 1,Peach,3365,No,Monthly,Female,Scarf,Oregon,Cash,Credit Card,No,Fall,Standard,M,No,50,7,33,3.2
Clothing,Cluster 1,Teal,3366,No,Every 3 Months,Female,Skirt,Tennessee,Bank Transfer,Credit Card,No,Fall,Express,L,No,43,45,58,3.9
Accessories,Cluster 2,Red,3367,No,Quarterly,Female,Gloves,North Carolina,Venmo,Debit Card,No,Spring,2-Day Shipping,M,No,38,47,65,3.6
Clothing,Cluster 1,Blue,3368,No,Fortnightly,Female,T-shirt,Tennessee,Credit Card,Venmo,No,Summer,Store Pickup,M,No,44,6,48,3.1
Footwear,Cluster 2,Blue,3369,No,Every 3 Months,Female,Sandals,Nebraska,Cash,Bank Transfer,No,Spring,Express,M,No,30,29,25,4.8
Clothing,Cluster 1,Indigo,3370,No,Monthly,Female,Sweater,Maine,Debit Card,Cash,No,Winter,2-Day Shipping,M,No,47,42,51,3.8
Accessories,Cluster 1,Charcoal,3371,No,Fortnightly,Female,Belt,Illinois,Venmo,Cash,No,Summer,Store Pickup,M,No,30,46,31,2.8
Clothing,Cluster 1,Turquoise,3372,No,Annually,Female,Hoodie,Colorado,PayPal,PayPal,No,Winter,Next Day Air,S,No,49,28,99,4
Clothing,Cluster 1,Maroon,3373,No,Every 3 Months,Female,Socks,Pennsylvania,Credit Card,Credit Card,No,Winter,Free Shipping,M,No,56,14,25,4.6
Footwear,Cluster 2,Purple,3374,No,Every 3 Months,Female,Sandals,Minnesota,Debit Card,Debit Card,No,Spring,Store Pickup,M,No,70,12,52,3.5
Clothing,Cluster 1,Lavender,3375,No,Annually,Female,Blouse,Nevada,Debit Card,Debit Card,No,Spring,2-Day Shipping,S,No,22,41,47,3.7
Footwear,Cluster 2,Yellow,3376,No,Annually,Female,Boots,Connecticut,Debit Card,Credit Card,No,Fall,Express,XL,No,51,8,98,4.9
Accessories,Cluster 1,Green,3377,No,Quarterly,Female,Hat,Ohio,Credit Card,Cash,No,Winter,Store Pickup,M,No,22,24,46,4.1
Clothing,Cluster 1,Yellow,3378,No,Fortnightly,Female,Shirt,Kentucky,Bank Transfer,PayPal,No,Winter,Next Day Air,M,No,37,18,32,4.6
Clothing,Cluster 1,Gold,3379,No,Quarterly,Female,Shorts,Minnesota,PayPal,Cash,No,Fall,Next Day Air,L,No,49,6,75,4.5
Accessories,Cluster 1,Turquoise,3380,No,Weekly,Female,Handbag,Tennessee,Debit Card,Cash,No,Summer,Store Pickup,L,No,61,40,51,5
Clothing,Cluster 1,Blue,3381,No,Every 3 Months,Female,Dress,North Dakota,PayPal,PayPal,No,Summer,Standard,L,No,41,6,52,3.8
Accessories,Cluster 1,Turquoise,3382,No,Quarterly,Female,Hat,Minnesota,Bank Transfer,Credit Card,No,Winter,Standard,L,No,57,27,66,4.7
Clothing,Cluster 1,Maroon,3383,No,Weekly,Female,Sweater,Nebraska,Bank Transfer,Bank Transfer,No,Spring,Express,M,No,34,2,35,2.8
Outerwear,Cluster 2,Pink,3384,No,Bi-Weekly,Female,Coat,Delaware,Credit Card,Venmo,No,Fall,Next Day Air,M,No,27,39,43,2.6
Clothing,Cluster 1,Maroon,3385,No,Quarterly,Female,Hoodie,Minnesota,Credit Card,Venmo,No,Summer,Free Shipping,L,No,39,9,24,3.8
Accessories,Cluster 1,Olive,3386,No,Every 3 Months,Female,Jewelry,Rhode Island,PayPal,Credit Card,No,Winter,Standard,M,No,62,16,83,2.8
Clothing,Cluster 1,Lavender,3387,No,Quarterly,Female,T-shirt,Michigan,Debit Card,Cash,No,Fall,2-Day Shipping,M,No,34,36,62,2.6
Clothing,Cluster 1,Pink,3388,No,Bi-Weekly,Female,Pants,New Jersey,Venmo,Credit Card,No,Spring,2-Day Shipping,S,No,53,2,78,3.4
Clothing,Cluster 1,Cyan,3389,No,Weekly,Female,Sweater,South Dakota,Venmo,Credit Card,No,Spring,Store Pickup,M,No,35,21,61,4.5
Clothing,Cluster 1,Maroon,3390,No,Annually,Female,Pants,North Carolina,Credit Card,Venmo,No,Fall,Free Shipping,L,No,38,39,57,3.8
Clothing,Cluster 1,Red,3391,No,Annually,Female,Socks,Oregon,Credit Card,PayPal,No,Summer,Next Day Air,S,No,32,38,70,3
Clothing,Cluster 1,Silver,3392,No,Every 3 Months,Female,Hoodie,Montana,Cash,Debit Card,No,Fall,2-Day Shipping,M,No,47,6,57,3.7
Accessories,Cluster 1,Blue,3393,No,Bi-Weekly,Female,Scarf,New Jersey,Credit Card,Venmo,No,Winter,Free Shipping,XL,No,53,6,74,4.4
Clothing,Cluster 1,Gold,3394,No,Monthly,Female,Dress,Arizona,PayPal,Debit Card,No,Fall,Next Day Air,M,No,60,50,90,3.1
Footwear,Cluster 2,Yellow,3395,No,Annually,Female,Sandals,Vermont,Cash,PayPal,No,Spring,Store Pickup,S,No,31,9,98,4.2
Clothing,Cluster 1,Silver,3396,No,Every 3 Months,Female,Dress,Colorado,Debit Card,Debit Card,No,Winter,Free Shipping,M,No,44,15,43,3.1
Clothing,Cluster 1,Black,3397,No,Quarterly,Female,Pants,Tennessee,PayPal,PayPal,No,Winter,Next Day Air,XL,No,29,5,37,5
Clothing,Cluster 1,Yellow,3398,No,Bi-Weekly,Female,Blouse,New Jersey,Bank Transfer,Bank Transfer,No,Summer,Standard,L,No,19,13,38,2.7
Clothing,Cluster 1,Pink,3399,No,Fortnightly,Female,Jeans,Montana,Cash,Cash,No,Winter,Standard,L,No,54,44,60,3.8
Clothing,Cluster 1,Yellow,3400,No,Annually,Female,Pants,Montana,Debit Card,Debit Card,No,Winter,Standard,XL,No,40,36,55,3.3
Accessories,Cluster 1,Lavender,3401,No,Fortnightly,Female,Sunglasses,Nevada,Debit Card,Venmo,No,Fall,Free Shipping,M,No,39,18,51,4.8
Accessories,Cluster 1,Peach,3402,No,Weekly,Female,Backpack,Nevada,Venmo,Credit Card,No,Winter,Standard,L,No,44,39,71,3.4
Clothing,Cluster 1,Black,3403,No,Every 3 Months,Female,Hoodie,Louisiana,Venmo,PayPal,No,Spring,2-Day Shipping,M,No,22,11,61,4.4
Footwear,Cluster 2,Olive,3404,No,Bi-Weekly,Female,Boots,Illinois,Credit Card,Cash,No,Summer,Standard,M,No,30,1,65,3.9
Accessories,Cluster 1,Olive,3405,No,Annually,Female,Gloves,South Carolina,Cash,Credit Card,No,Fall,2-Day Shipping,L,No,69,34,34,3.9
Clothing,Cluster 1,White,3406,No,Bi-Weekly,Female,Blouse,Washington,Venmo,Bank Transfer,No,Summer,Store Pickup,M,No,28,47,87,4.2
Clothing,Cluster 1,Red,3407,No,Quarterly,Female,Sweater,Nebraska,Venmo,Venmo,No,Spring,Store Pickup,M,No,57,24,79,4
Clothing,Cluster 1,Purple,3408,No,Quarterly,Female,Dress,Alabama,Bank Transfer,Cash,No,Spring,Store Pickup,S,No,46,20,46,2.6
Clothing,Cluster 1,Purple,3409,No,Annually,Female,Socks,Montana,PayPal,Bank Transfer,No,Summer,Standard,L,No,48,11,72,4.4
Clothing,Cluster 1,Teal,3410,No,Every 3 Months,Female,Shirt,Minnesota,PayPal,Credit Card,No,Summer,Next Day Air,M,No,24,3,93,3.2
